total_rows,planned_runs,attempted_runs,completed_runs,synthetic_completed_runs,closed_loop_completed_runs,closed_loop_audit_valid_runs,closed_loop_metric_rows,full_contract_audit_valid_runs,semantic_ablation_completed_pairs,semantic_ablation_comparison_eligible_pairs,semantic_ablation_command_proxy_metric_runs,status_only_baseline_accepted_runs,status_only_baseline_acceptance_denominator,contract_invalid_evidence_rejected_runs,contract_invalid_evidence_rejection_denominator,status_only_accepted_contract_rejected_runs,public_core_configured_rows,public_core_completed_runs,public_core_blocked_rows,optional_gated_configured_rows,optional_gated_blocked_rows,direct_actor_blocked_rows,closed_loop_scene_count,verified_required_category_count,required_category_count,unclassified_closed_loop_scene_count,scenario_category_coverage_claimed,scenario_category_coverage_claimed_int,contract_valid_closed_loop_rows,integration_or_evidence_invalid_closed_loop_rows,claim_valid_policy_benchmark_rows,policy_behavior_attributable_rows,policy_failure_attributable_rows,integration_failure_attributable_rows,diagnostic_not_policy_rows,non_policy_attributed_rows,failed_runs,blocked_runs,claim_valid,data_hash
148,0,115,115,55,60,42,60,42,15,14,15,15,15,15,15,15,30,30,0,33,33,33,15,0,6,15,False,0,42,18,0,42,0,33,73,106,0,33,False,a81a4161e991dcae145e68ab45b35fb0292ec2ba10f1b055a8f1e78df4e38a72
