run_id,matrix,policy,scene_id,seed,adapter_config,run_dir,audit_valid,frame_count,route_contract_ok,sensor_pipeline_ok,metrics_present,metrics_path,scenario_category,categories_verified,asset_availability,license_gating_status,collision_any,collision_at_fault,offroad,progress,progress_rel,plan_deviation,dist_traveled_m,duration_frac_20s
core_constant_velocity_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_29_full_contract,core,constant_velocity,clipgt-0499fb41-122d-4180-83af-f954a9974d3b,29,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.21,0.89,0.71,57.72,0.16
core_constant_velocity_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_43_full_contract,core,constant_velocity,clipgt-0499fb41-122d-4180-83af-f954a9974d3b,43,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.21,0.89,0.71,57.72,0.16
core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract,core,constant_velocity,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,17,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.26,0.95,1.47,155.59,0.19
core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_29_full_contract,core,constant_velocity,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,29,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.26,0.95,1.47,155.59,0.19
core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_43_full_contract,core,constant_velocity,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,43,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.26,0.95,1.47,155.59,0.19
core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract,core,constant_velocity,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,17,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.61,0.53,0.09,65.07,0.64
core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_29_full_contract,core,constant_velocity,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,29,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.61,0.53,0.09,65.07,0.64
core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_43_full_contract,core,constant_velocity,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,43,full_contract,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_constant_velocity_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.61,0.53,0.09,65.07,0.64
core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,core,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract,core,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract,core,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,43,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_full_contract,core,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.47,0.81,0.15,76.13,0.51
core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_29_full_contract,core,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,29,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.47,0.81,0.15,76.13,0.51
core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_43_full_contract,core,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,43,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.47,0.81,0.15,76.13,0.51
core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_full_contract,core,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,17,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.17,0.9,1.11,19.23,0.06
core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_29_full_contract,core,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,29,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.17,0.9,1.11,19.23,0.06
core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_43_full_contract,core,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,43,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.17,0.9,1.11,19.23,0.06
core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_17_full_contract,core,route_following,clipgt-0499fb41-122d-4180-83af-f954a9974d3b,17,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.21,0.89,0.71,57.71,0.16
core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_29_full_contract,core,route_following,clipgt-0499fb41-122d-4180-83af-f954a9974d3b,29,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.21,0.89,0.71,57.71,0.16
core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_43_full_contract,core,route_following,clipgt-0499fb41-122d-4180-83af-f954a9974d3b,43,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-0499fb41-122d-4180-83af-f954a9974d3b_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.21,0.89,0.71,57.71,0.16
core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract,core,route_following,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,17,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,0,0,0,0.92,0.92,0.32,550.02,0.91
core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_29_full_contract,core,route_following,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,29,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,0,0,0,0.92,0.92,0.32,550.02,0.91
core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_43_full_contract,core,route_following,clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e,43,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-05f35348-9de0-4f68-ac65-f31316dbb59e_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,0,0,0,0.92,0.92,0.32,550.02,0.91
core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract,core,route_following,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,17,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.19,0.43,0.39,20.57,0.2
core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_29_full_contract,core,route_following,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,29,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_29_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.19,0.43,0.39,20.57,0.2
core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_43_full_contract,core,route_following,clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28,43,full_contract,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_43_full_contract,true,199,true,true,true,artifacts/cvm/results/core/run_dirs/core_route_following_clipgt-07981e6a-22dd-4796-ad2f-1252037ecd28_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,1,0,0.19,0.43,0.39,20.57,0.2
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,command_only_route,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_command_only_route,false,199,false,true,true,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_command_only_route/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,full_contract,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,true,199,true,true,true,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,command_only_route,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_command_only_route,false,199,false,true,true,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_command_only_route/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,full_contract,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract,true,199,true,true,true,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,43,command_only_route,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_command_only_route,false,199,false,true,true,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_command_only_route/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,43,full_contract,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract,true,199,true,true,true,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.16,0.65,0.06,11.56,0.28
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_command_only_route,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,command_only_route,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_command_only_route,false,199,false,true,true,artifacts/cvm/results/semantic_ablation/run_dirs/semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_command_only_route/aggregate/metrics_results.txt,available_front_camera_26_02_unclassified,false,local_usdz_present,gated_asset_referenced_not_redistributed,1,0,0,0.51,0.83,0.13,82.46,0.55
